Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
14185,"Cartersville, GA",Temperate,False,-0.047231738,-0.13184755,-0.08461581,0.4051456,-0.06122163,-0.46636721,-1.5397935,-3.7295463,-2.1897528,0.08192877,0.2443139,0.16238514
15481,"Charleston, WV",Temperate,False,-0.15275867,-0.012392365,0.1403663,0.049984977,0.13777758,0.087792605,-2.418032,-0.7227006,1.6953313,0.31758344,0.4038742,0.08629075
15508,"Charleston--North Charleston, SC",Temperate,True,0.31218642,0.0901283,-0.22205812,0.48909977,0.4184484,-0.07065138,1.2324166,-1.1247216,-2.3571382,0.5008304,0.62060106,0.119770646
15670,"Charlotte, NC--SC",Temperate,False,0.10579567,0.069040164,-0.036755502,0.2762087,0.27589262,-0.00031608343,0.7705387,-0.08373941,-0.8542781,0.44151965,0.30218717,-0.13933247
15724,"Charlottesville, VA",Temperate,False,0.17496808,-0.1720775,-0.3470456,0.56506586,0.019943275,-0.54512256,1.6341789,-2.2352803,-3.8694592,0.7245579,-0.34843686,-1.0729947
15832,"Chattanooga, TN--GA",Temperate,False,0.034647644,-0.023628151,-0.058275796,0.5794602,0.16692238,-0.4125378,1.3743463,-2.1750836,-3.54943,0.62206066,0.1415699,-0.48049074
16885,"Cincinnati, OH--KY--IN",Temperate,False,-0.61137694,0.0031146987,0.61449164,0.5475688,0.35279465,-0.19477415,1.4979551,1.3130059,-0.18494916,0.87746525,0.44486302,-0.43260223
17317,"Clarksville, TN--KY",Temperate,False,-0.26865828,-0.074200936,0.19445735,0.33622944,0.2941414,-0.04208803,1.0550382,-0.57240444,-1.6274426,0.5468634,0.47326705,-0.07359633
17668,"Cleveland, OH",Snow,False,-0.15469623,-0.12864798,0.026048243,0.769704,0.35073286,-0.41897112,1.2844455,1.010284,-0.27416158,0.9344603,0.5244132,-0.41004705
17722,"Cleveland, TN",Temperate,False,-1.3007345,-0.11759206,1.1831424,0.1273083,0.33416072,0.20685242,1.9759572,-1.141459,-3.1174161,0.51924694,-0.06107449,-0.58032143
18964,"Columbia, SC",Temperate,False,0.03492066,0.045890354,0.010969695,0.32839453,0.2721148,-0.05627972,1.1401587,0.68231577,-0.4578429,0.5117124,0.45389104,-0.057821333
19099,"Columbus, GA--AL",Temperate,False,0.15149009,0.022961047,-0.12852904,0.3458419,0.31663588,-0.029206038,1.507753,-0.03498017,-1.5427332,0.72744524,0.3187643,-0.40868095
19126,"Columbus, IN",Temperate,False,-0.19442701,0.01987604,0.21430305,0.40163323,0.15992893,-0.2417043,-1.5263182,-0.39536017,1.1309581,0.5140599,0.53084075,0.016780853
19234,"Columbus, OH",Snow,False,-1.4698095,0.0052676983,1.4750773,0.6244526,0.3581763,-0.2662763,1.4376739,0.93137246,-0.50630146,0.9511382,0.6060332,-0.345105
19558,"Concord, NC",Temperate,False,-0.02735598,0.06553533,0.092891306,0.22749683,0.27735442,0.049857587,1.3864903,-1.513214,-2.8997045,0.38825426,0.26920688,-0.11904737
21745,"Cumberland, MD--WV--PA",Temperate,False,-0.14203766,-0.23928224,-0.097244576,0.5852709,0.1351288,-0.4501421,0.69024855,-1.2896411,-1.9798896,0.7833163,-0.50993943,-1.2932558
22069,"Dalton, GA",Temperate,False,-0.0019444603,-0.13517633,-0.13323186,0.31574637,-0.10811412,-0.4238605,0.67477,-1.7943976,-2.4691677,0.4622452,0.08940878,-0.3728364
22096,"Danbury, CT--NY",Temperate,False,-0.0070220907,-0.14207548,-0.13505338,0.32764018,-0.0323561,-0.35999626,-0.44487804,-2.3860035,-1.9411254,0.38753554,-0.41640627,-0.80394185
22285,"Daphne--Fairhope, AL",Temperate,True,-0.116378896,-0.16820659,-0.05182769,0.2656714,0.29241154,0.026740134,-3.029202,-1.0528315,1.9763705,-0.046629455,-0.0722452,-0.025615748
22528,"Dayton, OH",Temperate,False,-0.9403057,-0.004427839,0.93587786,0.25536868,0.3601641,0.104795426,1.7642875,1.3642142,-0.4000733,0.53646636,0.43580294,-0.10066342
22690,"Decatur, AL",Temperate,False,0.16523011,0.018419858,-0.14681025,0.28241605,0.29734212,0.014926076,0.13995405,-2.5287488,-2.6687028,0.54485804,0.28054866,-0.26430938
23311,"Deltona, FL",Temperate,False,-0.21629867,0.07492318,0.29122186,0.20478427,0.2787723,0.07398802,1.0970225,0.20205468,-0.89496785,0.384919,0.6063156,0.22139663
23824,"Detroit, MI",Snow,False,-0.20993161,-0.037504382,0.17242724,0.8318084,0.38189918,-0.4499092,1.0968788,0.6981479,-0.39873087,0.8823026,0.63518816,-0.24711442
24472,"Dothan, AL",Temperate,False,-0.3807662,0.035124257,0.41589046,0.3057678,0.32431197,0.018544167,2.0130732,0.044397235,-1.968676,0.49531096,0.5588597,0.06354874
24580,"Dover, DE",Temperate,True,-0.025947731,-0.24264106,-0.21669333,0.41594142,0.2606885,-0.1552529,1.2874573,-2.3118405,-3.599298,0.67180103,0.5082557,-0.16354531
25228,"Durham, NC",Temperate,False,0.16270511,-0.015353983,-0.17805909,0.29558614,0.17432891,-0.12125723,0.67497194,-1.2466806,-1.9216526,0.57021046,-0.08692544,-0.6571359
25849,"East Stroudsburg, PA--NJ",Snow,False,-0.13273035,0.01690627,0.14963663,-0.12593308,0.16372415,0.28965724,-1.9714389,-1.3223865,0.6490524,0.32711083,-0.05777551,-0.38488632
26750,"Elizabethtown--Radcliff, KY",Temperate,False,0.07131507,-0.010222383,-0.081537455,0.26582152,0.32311124,0.05728972,1.6122994,-1.4208608,-3.0331602,0.43918753,0.35228935,-0.08689818
27766,"Erie, PA",Snow,False,0.026534714,-0.033684783,-0.060219496,0.8471298,0.3700415,-0.47708833,1.4998426,-0.9168477,-2.4166903,0.8339826,0.44054675,-0.39343584
28333,"Evansville, IN--KY",Temperate,False,-0.24746053,-0.048986137,0.19847439,0.72050256,0.18853463,-0.53196794,1.039245,-1.0681118,-2.1073568,0.83767766,0.5279173,-0.30976033
29440,"Fayetteville, NC",Temperate,False,0.13890274,-0.057467245,-0.19636998,0.2665516,0.2748788,0.008327186,2.0662794,-0.09465557,-2.160935,0.60018915,0.3179592,-0.28222996
29872,"Flint, MI",Snow,False,-0.6205105,-0.02320668,0.59730387,0.38767737,0.21450278,-0.17317459,1.7091969,-2.350834,-4.060031,0.6218729,0.4940365,-0.1278364
29953,"Florence, AL",Temperate,False,0.13622104,0.011787014,-0.124434024,0.18749975,0.20146483,0.013965085,0.20334126,-2.7073133,-2.9106545,0.34855133,0.31270507,-0.035846263
30061,"Florence, SC",Temperate,False,0.028443903,-0.11029217,-0.13873607,0.2530529,0.25326598,0.0002130866,-0.595769,-1.0786574,-0.4828884,0.18082945,0.29726824,0.11643879
31060,"Fort Walton Beach--Navarre--Wright, FL",Temperate,True,-0.5729822,-0.122048765,0.45093343,0.6127348,0.38261008,-0.23012471,1.2719486,-0.13502502,-1.4069736,0.48984885,0.6811508,0.19130194
31519,"Frederick, MD",Temperate,False,-1.7621324,-0.14118126,1.6209512,0.68341374,0.19284141,-0.49057233,1.4389352,-1.4499948,-2.8889298,0.81745875,0.33342016,-0.4840386
31600,"Fredericksburg, VA",Temperate,True,-0.44856897,-0.06800869,0.38056028,0.23645513,0.29424977,0.057794645,1.9585253,-0.66766137,-2.6261866,0.4476956,0.14109133,-0.30660427
32113,"Gadsden, AL",Temperate,False,0.055788685,0.054055296,-0.0017333888,0.30962107,0.2896191,-0.020001978,0.55353713,-1.9070956,-2.4606328,0.43452588,0.006811324,-0.42771456
32167,"Gainesville, FL",Temperate,False,-0.15093192,-0.11029768,0.040634245,0.31185365,0.20600802,-0.10584563,1.668277,-0.6284834,-2.2967606,0.43958646,-0.06474365,-0.5043301
32194,"Gainesville, GA",Temperate,False,0.06560203,-1.4802675,-1.5458696,0.46453834,0.12165664,-0.34288168,-0.67715305,-2.2531672,-1.576014,0.19622748,0.22331218,0.027084708
32653,"Gastonia, NC--SC",Temperate,False,-0.035907164,0.01648188,0.052389044,0.24930906,0.1096001,-0.13970897,0.16326,-2.5145807,-2.6778407,0.47195697,0.33152854,-0.14042842
33814,"Goldsboro, NC",Temperate,False,-1.1693335,-0.24051538,0.9288181,0.24574931,0.37556577,0.12981646,1.9105815,-2.1156256,-4.026207,0.37181646,0.69377315,0.3219567
35164,"Greensboro, NC",Temperate,False,-1.2772168,0.0018899577,1.2791067,0.2886869,0.23455755,-0.054129347,1.9314592,-1.4392496,-3.370709,0.64050806,0.09980454,-0.54070354
35380,"Greenville, NC",Temperate,False,-0.18409024,-0.21471657,-0.030626327,0.3530066,0.32683313,-0.026173472,1.0953487,-0.8670368,-1.9623855,0.65128106,0.41958147,-0.23169959
35461,"Greenville, SC",Temperate,False,-0.938907,0.019926714,0.95883375,0.25683278,0.4174571,0.16062433,2.0790477,1.8890673,-0.18998039,0.49169105,0.4900071,-0.0016839504
35920,"Gulfport, MS",Temperate,True,0.060317665,0.06030245,-1.5214086e-05,0.34576458,0.3166165,-0.029148072,1.4360404,-1.13128,-2.5673203,0.6755552,0.37818533,-0.2973699
36190,"Hagerstown, MD--WV--PA",Temperate,False,-1.499363,-0.100240216,1.3991227,0.73160625,0.21749744,-0.5141088,0.57864755,-2.844875,-3.4235227,0.87147725,0.49385124,-0.377626
37162,"Harrisonburg, VA",Temperate,False,-2.0138638,-0.6411389,1.3727249,0.7268771,0.02133493,-0.70554215,2.4189355,-3.5358145,-5.95475,0.80564713,0.4228111,-0.38283604
37594,"Hattiesburg, MS",Temperate,False,-0.1349582,0.033704937,0.16866313,0.3470766,0.09597427,-0.25110233,1.3339071,-1.2049873,-2.5388944,0.43016392,-0.23492855,-0.66509247
37945,"Hazleton, PA",Snow,False,0.19005027,-1.0349267,-1.2249769,0.523115,0.2394754,-0.28363958,2.6958356,-2.5353208,-5.2311563,1.1429026,-0.048051983,-1.1909546
38647,"Hickory, NC",Temperate,False,-0.5814969,-0.3783457,0.2031512,0.1516995,0.048031643,-0.103667855,0.95366454,-2.4711022,-3.4247668,0.18420368,-0.026906587,-0.21111026
38809,"High Point, NC",Temperate,False,-0.052206226,-0.08398691,-0.031780683,0.40837264,0.23250529,-0.17586735,2.3991985,-1.2344182,-3.6336167,0.6193735,0.17069843,-0.44867507
39079,"Hilton Head Island, SC",Temperate,True,-0.099194884,0.26509902,0.3642939,0.39705095,0.37553933,-0.021511614,0.27188033,-1.3057559,-1.5776362,0.53860116,0.58405566,0.045454502
39133,"Hinesville, GA",Temperate,True,-0.16983092,-0.1915749,-0.021743983,0.2505558,0.087007485,-0.16354832,0.8163767,-1.7023313,-2.518708,0.33505002,-0.3655449,-0.7005949
39758,"Homosassa Springs--Beverly Hills--Citrus Springs, FL",Temperate,True,-0.2056413,-0.16357243,0.04206887,0.15202741,0.24894899,0.09692158,-0.42343968,-1.1764278,-0.75298816,0.16210526,-0.02374219,-0.18584745
