Urban_geoid,Urban_name,Clim_zone,Coastal?,CUHI Day (25th %tile),CUHI Day (75th %tile),CUHI Day (Difference),CUHI Night (25th %tile),CUHI Night (75th %tile),CUHI Night (Difference),SUHI Day (25th %tile),SUHI Day (75th %tile),SUHI Day (Difference),SUHI Night (25th %tile),SUHI Night (75th %tile),SUHI Night (Difference)
26794,"Elkhart, IN--MI",Snow,False,-0.81553185,-0.17670913,0.63882273,0.4802037,0.17255208,-0.3076516,1.5644529,-1.654501,-3.2189538,1.0382888,0.818233,-0.22005582
27253,"El Paso, TX--NM",Arid,False,0.26484004,0.10770667,-0.15713337,0.5686634,0.50270456,-0.06595886,-0.14661524,-0.23465037,-0.08803514,0.92297864,0.8844303,-0.03854835
27261,"El Paso de Robles (Paso Robles)--Atascadero, CA",Temperate,False,0.056573268,-1.5450625,-1.6016358,0.5146805,0.3991814,-0.11549911,0.32084382,-1.3651161,-1.6859599,0.71875215,0.6031542,-0.11559796
28117,"Eugene, OR",Temperate,False,0.6873178,-0.050182723,-0.7375005,0.5510009,0.35359788,-0.19740301,2.2230945,-1.0664414,-3.289536,1.1805594,0.6987602,-0.4817992
28549,"Fairbanks, AK",Snow,False,0.34993917,-0.52088326,-0.8708224,0.3318516,0.41487265,0.083021045,1.6622926,-0.91596365,-2.5782561,1.0235637,0.68562454,-0.3379392
28657,"Fairfield, CA",Temperate,True,0.4103076,0.059952118,-0.35035548,0.69243234,0.13029757,-0.56213474,1.7033482,1.3313361,-0.37201202,0.38038155,0.31482136,-0.06556019
29089,"Fargo, ND--MN",Snow,False,0.38418967,-0.29829416,-0.6824838,0.4232274,0.2361155,-0.1871119,1.7857733,-1.8645917,-3.6503649,1.2452263,0.9257942,-0.31943208
29278,"Farmington, NM",Arid,False,0.300369,-0.35666814,-0.65703714,0.337227,0.11378676,-0.22344023,-1.353088,-0.32326248,1.0298256,0.5564219,0.38970625,-0.16671562
29494,"Fayetteville--Springdale--Rogers, AR--MO",Temperate,False,-1.9791158,-1.0145237,0.9645921,0.1583829,-0.00942528,-0.16780818,0.4532717,-0.63165337,-1.084925,0.7525169,0.39490712,-0.3576098
29818,"Flagstaff, AZ",Temperate,False,0.29221585,-0.8226386,-1.1148545,0.62930363,-0.08959646,-0.7189001,1.0313442,-2.248329,-3.279673,0.5975538,0.37168822,-0.22586557
30223,"Fond du Lac, WI",Snow,False,0.31530678,-0.24181947,-0.5571263,0.45108554,0.14034069,-0.31074485,1.8668205,-2.247717,-4.1145372,1.4289716,1.0151521,-0.41381955
30628,"Fort Collins, CO",Snow,False,0.0091533065,-1.5177318,-1.526885,0.6760553,0.06028895,-0.61576635,0.7028194,-0.7956384,-1.4984578,1.2659348,0.8763799,-0.38955492
30925,"Fort Smith, AR--OK",Temperate,False,-1.4747337,-0.19651882,1.2782149,0.36420512,0.31234956,-0.051855564,0.37401724,-0.58512783,-0.95914507,0.8380374,0.61334926,-0.22468811
31087,"Fort Wayne, IN",Snow,False,-0.08652246,-0.31015718,-0.22363472,0.50763774,0.27662852,-0.23100922,1.649864,0.07246502,-1.5773989,1.0718665,0.77372825,-0.29813826
31843,"Fresno, CA",Arid,False,0.30343786,-0.30870226,-0.6121401,0.6306881,0.59413743,-0.03655064,1.3587416,0.24619088,-1.1125507,1.5600277,1.3897164,-0.17031133
33328,"Gilroy--Morgan Hill, CA",Temperate,False,0.72976696,-0.36299124,-1.0927582,0.49689257,0.19530413,-0.30158845,2.2833633,-3.1931133,-5.4764767,1.036269,0.73275006,-0.3035189
34219,"Grand Forks, ND--MN",Snow,False,0.18443985,-0.14982231,-0.33426216,0.5137282,0.30358896,-0.21013924,1.4739472,-0.701846,-2.1757932,0.93625134,1.1001498,0.16389841
34246,"Grand Island, NE",Snow,False,0.006795477,-0.15005049,-0.15684597,0.30957985,0.06220568,-0.24737418,1.274415,-1.2139113,-2.4883263,1.4535841,0.71274316,-0.7408409
34273,"Grand Junction, CO",Snow,False,0.120122,-2.0211484,-2.1412704,0.89568424,-0.119023316,-1.0147076,0.7944566,-1.2938278,-2.0882845,1.4614353,0.6494182,-0.81201714
34300,"Grand Rapids, MI",Snow,False,-0.05359914,-0.119295776,-0.065696634,0.39747068,0.3217217,-0.07574898,1.0767272,0.11872174,-0.9580054,1.0844122,0.7030021,-0.38141012
34516,"Grants Pass, OR",Temperate,False,-0.25344828,-1.3856738,-1.1322255,0.44740295,0.040438846,-0.40696412,-1.2536602,-4.100132,-2.8464718,1.4737284,0.44754958,-1.0261788
34759,"Great Falls, MT",Arid,False,0.23408188,0.03342665,-0.20065522,0.7745982,0.5159089,-0.25868928,0.810414,-0.7652143,-1.5756283,1.2823212,1.0129254,-0.26939583
34786,"Greeley, CO",Arid,False,0.29414526,0.10116099,-0.19298427,0.7489616,0.52467585,-0.22428578,-0.12611443,-0.0069011003,0.11921333,0.9361448,0.6481418,-0.28800303
34813,"Green Bay, WI",Snow,False,0.023569802,-0.15681581,-0.18038562,0.34361893,0.39773786,0.05411893,1.4949551,-0.8031334,-2.2980886,1.054086,1.0054234,-0.048662543
36514,"Hammond, LA",Temperate,True,0.22448146,0.06654752,-0.15793395,0.16872321,0.13926971,-0.029453501,-1.7205461,-1.0390975,0.6814486,0.8087791,0.5957191,-0.21306002
36703,"Hanford, CA",Arid,False,-2.1358147,-1.0221063,1.1137084,0.5429811,0.43303335,-0.10994774,1.8327289,0.8066677,-1.0260612,0.6794418,1.2476891,0.5682473
36892,"Harlingen, TX",Temperate,False,-0.1830176,-0.19382243,-0.010804832,0.30331346,0.28454527,-0.018768191,1.1871053,0.36347756,-0.8236277,0.7586925,0.55455506,-0.20413744
38215,"Hemet, CA",Temperate,False,0.85549265,-0.790009,-1.6455016,1.0233405,0.24190898,-0.7814315,1.6427014,-0.9025505,-2.5452518,1.2763574,0.83433735,-0.44202006
39430,"Holland, MI",Snow,False,-0.039910994,-0.34294713,-0.30303612,0.45434117,0.39888656,-0.05545461,0.34523538,-2.7320004,-3.0772357,0.8291953,0.888644,0.05944866
40213,"Hot Springs, AR",Temperate,False,-0.32708654,-0.24715884,0.0799277,0.37476206,0.2634859,-0.11127615,-0.06348134,-0.51670235,-0.45322102,0.4383332,0.25626147,-0.18207175
40375,"Houma, LA",Temperate,True,-0.21180072,-0.15672806,0.055072665,0.4334683,0.37392133,-0.059546977,-0.65618885,-1.6389656,-0.98277676,0.7402007,0.7716674,0.031466722
40429,"Houston, TX",Temperate,True,-0.52171415,-0.039779365,0.4819348,0.45665008,0.3624887,-0.09416139,1.982199,1.736518,-0.24568093,0.63044536,0.7370591,0.106613755
40996,"Idaho Falls, ID",Snow,False,-0.6539482,-1.2942883,-0.6403401,0.7973766,-0.20961097,-1.0069876,1.4447145,-1.342704,-2.7874186,1.4195157,1.6030456,0.18352985
41212,"Indianapolis, IN",Snow,False,-1.7301095,-0.08051841,1.6495911,0.43481255,0.37255174,-0.062260807,1.5404719,-0.017281692,-1.5577536,0.98811615,0.8247968,-0.16331935
41347,"Indio--Cathedral City, CA",Arid,False,-0.8703912,-1.7397234,-0.86933225,0.5745424,0.37003016,-0.20451224,0.1057374,-0.22786929,-0.3336067,0.709003,0.7818279,0.072824955
41590,"Iowa City, IA",Snow,False,-0.06707634,-0.3723539,-0.3052776,0.42306092,0.3910718,-0.031989127,0.8000332,0.5822125,-0.2178207,0.9696999,1.4778402,0.50814027
42211,"Jackson, MS",Temperate,False,0.11877029,-0.02153725,-0.14030753,0.35378024,0.2641699,-0.08961034,0.2686842,-0.46152112,-0.7302053,0.83123064,0.7697048,-0.06152582
42562,"Janesville, WI",Snow,False,-0.73066247,-0.3504087,0.38025376,0.5248828,0.15389802,-0.3709848,1.9399323,-2.9282496,-4.868182,1.5418646,0.85111123,-0.6907534
42967,"Jefferson City, MO",Temperate,False,-0.42080718,-0.029040469,0.39176673,0.4436342,0.43914902,-0.00448519,1.1127086,-1.4161322,-2.5288408,0.596296,0.43765238,-0.15864363
43345,"Jonesboro, AR",Temperate,False,-0.57342994,-0.088838845,0.4845911,0.40531367,0.41620696,0.010893285,1.2245939,-1.4458617,-2.6704555,1.3568844,0.3978362,-0.95904815
43399,"Joplin, MO",Temperate,False,-0.8041411,-0.1297383,0.67440283,0.45996404,0.3531959,-0.10676813,1.8823352,-0.5544618,-2.436797,1.0314056,0.5506474,-0.4807582
43723,"Kalamazoo, MI",Snow,False,0.18401253,-0.28734177,-0.4713543,0.38124585,0.22999299,-0.15125287,0.61534786,-1.4424865,-2.0578344,0.8031254,0.8402673,0.03714192
43885,"Kankakee, IL",Snow,False,-0.7780841,-0.16855043,0.60953367,0.40134025,0.45526177,0.05392152,0.83897805,-2.5036244,-3.3426025,1.0757757,0.99010444,-0.085671306
43912,"Kansas City, MO--KS",Temperate,False,-1.0222883,-0.06246822,0.9598201,0.37664244,0.29168475,-0.08495769,1.7346445,0.70515436,-1.0294902,0.9043054,0.76740104,-0.13690436
44479,"Kennewick--Pasco, WA",Arid,False,-0.504706,-0.094541796,0.41016424,0.6839408,0.47737026,-0.20657057,0.26905167,-0.239626,-0.50867766,1.2492433,0.919034,-0.33020926
44506,"Kenosha, WI--IL",Snow,False,0.28959167,-1.90187,-2.1914616,0.5477036,0.43917286,-0.10853076,2.0337045,0.5929653,-1.4407392,1.3062814,0.93827975,-0.3680017
44992,"Killeen, TX",Temperate,False,0.07303989,-0.28856876,-0.36160865,0.47924483,0.41825652,-0.060988307,1.3990226,1.856002,0.4569794,0.7436525,0.6113611,-0.13229144
45694,"Kokomo, IN",Snow,False,-1.6376908,-0.31145662,1.3262341,0.5085498,0.1435117,-0.3650381,2.131706,-2.3453753,-4.4770813,1.1689676,1.2990584,0.13009083
45910,"La Crosse, WI--MN",Snow,False,0.17194666,-0.3497202,-0.5216669,0.50258946,0.38683772,-0.11575174,0.53016955,-1.6697636,-2.199933,1.1476425,0.6136629,-0.5339796
46018,"Lafayette, IN",Snow,False,0.03381209,-0.04292372,-0.07673581,0.38495982,0.39176306,0.0068032444,1.7198843,-1.1470861,-2.8669705,1.187653,1.0081524,-0.17950058
46045,"Lafayette, LA",Temperate,False,-1.4249362,-0.22317943,1.2017567,0.3465762,0.23455197,-0.11202425,2.3770165,1.2213775,-1.155639,0.6661323,0.55429924,-0.111833036
46126,"Lafayette--Louisville--Erie, CO",Snow,False,-1.0346317,-1.4716524,-0.43702066,0.3501113,0.48606974,0.13595843,-1.368496,-0.76489055,0.6036054,0.6798334,0.75347537,0.073641956
46531,"Lake Charles, LA",Temperate,False,-0.39715424,-0.14576069,0.25139356,0.3031816,0.25930044,-0.043881148,0.98698056,0.21873067,-0.76824987,0.6260792,0.6863586,0.06027937
46747,"Lake Havasu City, AZ",Arid,False,0.25880575,0.20692317,-0.05188258,0.35469282,0.4368835,0.08219069,1.0435951,0.23900028,-0.8045948,0.6787933,0.6454761,-0.03331721
46801,"Lake Jackson--Angleton, TX",Temperate,True,-0.96536744,-0.17721699,0.7881504,0.45142302,0.22991867,-0.22150435,0.919476,1.3176032,0.39812726,0.5793113,0.5273083,-0.052003026
47611,"Lancaster--Palmdale, CA",Arid,False,-0.1790593,-0.29397783,-0.11491853,0.23105404,-0.011239208,-0.24229324,-0.45491573,-1.656113,-1.2011973,0.8150375,0.5433979,-0.2716396
47854,"Laredo, TX",Arid,False,-2.2083385,-0.060077015,2.1482615,0.4814588,0.20467359,-0.27678522,1.6156921,-0.060778823,-1.676471,0.78443944,1.0487761,0.2643367
47935,"Las Cruces, NM",Arid,False,0.24921992,-0.0984016,-0.34762153,0.51363164,-0.15424676,-0.6678784,-0.05693248,-2.0784445,-2.021512,1.4169164,0.036000475,-1.3809159
47995,"Las Vegas--Henderson, NV",Arid,False,0.9854934,-0.106164664,-1.0916581,1.0939829,0.11843832,-0.97554463,0.87347126,-0.30414695,-1.1776183,1.2970505,0.70190585,-0.5951446
48232,"Lawrence, KS",Temperate,False,-1.3592803,-0.44765285,0.91162753,0.33277023,0.23874831,-0.09402192,1.4239239,-0.20051259,-1.6244364,0.51130676,0.967512,0.45620525
