Urban_geoid,slope_CUHI_day,slope_CUHI_night,slope_SUHI_day,slope_SUHI_night,Urban_name,Clim_zone,Coastal?
56602,-0.001995019277958855,-0.003885395364488298,-0.037478601334382605,-0.0022877157796790683,"Miami, FL",Tropical,True
56656,-0.0036522142102113834,-0.012730842576523321,-0.020773902740928146,-0.016898878076195667,"Michigan City--La Porte, IN--MI",Snow,False
56899,-0.031017535802921034,-0.03847539877185535,-0.11843584005302625,-0.05354965441486045,"Middletown, NY",Snow,False
56926,0.01825525897773571,-0.03023684546448484,-0.06315922792430932,-0.04886509373643458,"Middletown, OH",Temperate,False
56980,0.022637908577338807,-0.01279468474272255,0.03531270513393641,0.00014062433180823207,"Midland, MI",Snow,False
57007,0.0034230400085539818,0.00033784796641673473,0.013567155930312299,-0.008601415704896248,"Midland, TX",Arid,False
57466,-0.008241504699916828,-0.0023708753356518147,-0.055618267157784236,-0.01152413478678578,"Milwaukee, WI",Snow,False
57628,-0.002714995981902566,-0.0049167169975862955,-0.023229077313144417,-0.005762682969279174,"Minneapolis--St. Paul, MN--WI",Snow,False
57709,-0.008996600734177709,-0.00795118420142119,-0.01761965681383473,-0.006420966443541957,"Mission Viejo--Lake Forest--San Clemente, CA",Temperate,True
57736,-0.11647155014964532,-0.08243594253839596,-0.1611252103160166,-0.007915235070332483,"Missoula, MT",Snow,False
57925,0.00188033587770286,-0.00814805710601411,-0.014789437335430996,-0.010824765467340675,"Mobile, AL",Temperate,True
58006,-0.002023215753717129,-0.003640859067601755,-0.030893242672664287,-0.006124542456909715,"Modesto, CA",Temperate,False
58168,-0.02173672041515251,-0.030599429267650354,-0.03646484868699287,-0.044458780550184165,"Monessen--California, PA",Temperate,False
58330,-0.00019464136039203263,-0.006120235132672014,-0.015872122576589265,-0.03111633011631907,"Monroe, LA",Temperate,False
58357,0.02589649821919724,-0.016715773082277445,-0.05874277054584237,-0.049256254703114975,"Monroe, MI",Snow,False
58600,-0.013421433229141858,-0.005379578704181606,-0.04522655571358608,-0.012963396191479341,"Montgomery, AL",Temperate,False
59275,-0.019701390108633,-0.05092378617383997,-0.04465164668195918,-0.03563002111378238,"Morgantown, WV",Temperate,False
59410,-0.006491425488045696,-0.035756647470306976,-0.028432517428611,-0.05323197067765091,"Morristown, TN",Temperate,False
60490,-0.053688143761625215,-0.057875412014675755,-0.1469404669813971,-0.02910341283705172,"Mount Vernon, WA",Temperate,True
60625,0.00041467699859581964,-0.0007610587577952714,-0.1029907333717062,-0.03743399276569148,"Muncie, IN",Snow,False
60733,-0.011929729793718957,-0.009329990340212195,-0.034254780609967915,-0.0039105923801451324,"Murfreesboro, TN",Temperate,False
60799,-0.003652631734102529,0.004451268918349948,-0.004404075038869544,0.008854846385534933,"Murrieta--Temecula--Menifee, CA",Temperate,False
60841,0.022942896378306748,-0.009380134668943692,-0.09185498127984276,-0.01743904109054758,"Muskegon, MI",Snow,False
60895,0.009326194100283347,0.0012352627659323857,0.021518003247997235,0.011072852700687611,"Myrtle Beach--Socastee, SC--NC",Temperate,True
60976,-0.007484168644134297,-0.07329947100821795,-0.07033959573965516,-0.042208537606954255,"Nampa, ID",Arid,False
61057,-0.004063281264544274,-0.0025788453436316324,-0.036094196900360066,-0.0147080491665028,"Napa, CA",Temperate,False
61165,-0.012724886736907507,-0.012859533277629863,-0.03938916051061036,-0.011967783606141839,"Nashua, NH--MA",Snow,False
61273,0.002928648542497536,-0.004401617463045164,-0.004556549813408855,-0.002564608673116479,"Nashville-Davidson, TN",Temperate,False
61705,0.019094243800493012,-0.009356637077615866,-0.009322895320043758,-0.05601095221709696,"Newark, OH",Temperate,False
61786,-0.02701307099680853,-0.014107782491421725,-0.06903082495780946,-0.032697731836353584,"New Bedford, MA",Temperate,True
61840,0.01680555895768921,-0.020819839272839917,-0.019351990071399535,-0.07742759776797516,"New Bern, NC",Temperate,True
62407,-0.016713594647949588,-0.013039750838191127,-0.055915822309477524,-0.011104117149995247,"New Haven, CT",Temperate,True
62677,0.0012235079916297436,0.0007198695514962301,0.009483780541030508,-0.0019893540672382354,"New Orleans, LA",Temperate,True
63217,-0.008133007997170287,-0.004829460699182208,-0.0258493580038678,-0.004349765532197039,"New York--Newark, NY--NJ--CT",Temperate,True
63433,-0.007002985057796728,-0.010980939883432895,-0.06394674400164181,-0.019696766397732966,"Norman, OK",Temperate,False
63838,-0.006866442288357801,0.005711415428112708,-0.003778611528262093,0.010584866338239556,"North Port--Port Charlotte, FL",Temperate,True
64135,-0.007242165391286399,-0.003984206008991727,-0.04849946721558785,-0.003174526417767781,"Norwich--New London, CT--RI",Temperate,True
64567,-0.021289882828235893,-0.0024116152856918254,-0.05396668402834919,-0.01910145313567043,"Ocala, FL",Temperate,False
64864,0.002716103698527287,-0.012006461396575812,-0.030189103333615866,0.01168867134969625,"Odessa, TX",Arid,False
64945,-0.05714517734030523,-0.015447489147800733,-0.09880264833057945,-0.02125860904189885,"Ogden--Layton, UT",Temperate,False
65080,-0.010931521597418748,-0.004534382278561187,-0.035389578211778426,-0.009426000428731766,"Oklahoma City, OK",Temperate,False
65242,-0.021217837667461367,-0.0009209123608260967,-0.061335760788852486,-0.01235896298022406,"Olympia--Lacey, WA",Temperate,True
65269,-0.004468754003109606,-0.0015104006293756409,-0.022605454921368555,-0.009967832449137203,"Omaha, NE--IA",Snow,False
65863,-0.0070841853435516,-0.0016886275341340075,-0.035328687151574355,-0.00770727035874961,"Orlando, FL",Temperate,False
66160,0.0030966598918047835,-0.012389105863226382,-0.15788115799602326,-0.04135508445694119,"Oshkosh, WI",Snow,False
66484,-0.022375674668882142,0.0009324315633587018,-0.11024569898383471,-0.01947747504085294,"Owensboro, KY",Temperate,False
66673,-0.016862566958846935,-0.009166947339330931,-0.04112934049592749,-0.009595256552179476,"Oxnard, CA",Temperate,True
67105,-0.002295412795558832,0.0036090417176464712,-0.03462480152340658,0.023037614076414987,"Palm Bay--Melbourne, FL",Temperate,True
67134,-0.006252588964298334,0.00030279353100325383,-0.08737813742760184,0.01141483827653773,"Palm Coast--Daytona Beach--Port Orange, FL",Temperate,True
67294,0.006482924272133784,0.0004857181634656109,-0.07453641837268221,-0.007050899106386355,"Panama City, FL",Temperate,True
67672,0.0171860542110004,-0.03807568493135604,-0.05177759095359625,-0.07894085347464067,"Parkersburg, WV--OH",Temperate,False
67807,0.018448719362167663,-0.004115702211433929,-0.12828716882494137,-0.007135476206452844,"Pascagoula, MS",Temperate,True
68482,0.00022782270597271833,-0.008648649342111321,-0.08858419151628771,-0.022923610381049155,"Pensacola, FL--AL",Temperate,True
68509,0.002284324815796617,-0.0095842365705979,-0.030194874657706212,-0.0326097243288672,"Peoria, IL",Snow,False
68887,-0.011701038532641362,-0.008526915740185959,0.01807148144132328,0.02857406029328918,"Petaluma, CA",Temperate,True
69076,-0.0076800594033688925,-0.007679748851720864,-0.028635335628844124,-0.007010536982617676,"Philadelphia, PA--NJ--DE--MD",Temperate,True
69184,-0.011172111795292405,-0.007371997865426413,-0.024016327820718567,-0.006805808525979516,"Phoenix--Mesa, AZ",Arid,False
69454,0.04931600258159578,-0.012140226779211444,-0.042118489044792234,-0.13290639958008915,"Pine Bluff, AR",Temperate,False
69697,-0.003763941935472042,-0.009069850020021189,-0.010590846140613371,-0.011454999841553189,"Pittsburgh, PA",Temperate,False
69778,-0.03614175106952979,-0.070555356031782,-0.08215337896400102,-0.03622140795146363,"Pittsfield, MA",Snow,False
70426,-0.08617149443999017,-0.054711422209404975,-0.1529262891391504,-0.04652144557754632,"Pocatello, ID",Snow,False
70642,-0.004804462460261552,-0.008386119190139632,-0.024913293794011866,-0.016410865112130003,"Ponce, PR",Tropical,True
70993,0.017577211351376933,-0.007341640356824134,-0.05036655751141828,-0.04337983866313525,"Port Arthur, TX",Temperate,True
71074,-0.005038986318832148,-0.02403125301469565,-0.06817481088575551,-0.01259459221966817,"Porterville, CA",Arid,False
71155,-0.004738699111697229,-0.006342600433667123,-0.030562911468112176,-0.0226069406582755,"Port Huron, MI",Snow,False
71263,-0.02132945732584255,-0.011949103573199725,-0.06674842004098998,-0.01799537210999902,"Portland, ME",Snow,True
71317,-0.009095055699120419,-0.008877390112866338,-0.03219301031616191,-0.00542440697961034,"Portland, OR--WA",Temperate,False
71479,0.000729288996903188,0.0012725489305731375,-0.03750189769075715,0.01004486831638697,"Port St. Lucie, FL",Temperate,True
71506,-0.025430591515833503,-0.0017715508776706397,-0.03678819207742111,-0.012302576492712453,"Portsmouth, NH--ME",Snow,True
71749,-0.026621564743876256,-0.030438523880857837,-0.06344027334699381,-0.021404701247204116,"Pottstown, PA",Temperate,False
71803,-0.014056228640289877,-0.016949054597497196,-0.03972804285438336,-0.015860977657358305,"Poughkeepsie--Newburgh, NY--NJ",Snow,False
